2025-10-01,TD VISA      A2Z8J4,58.26,,84.43
2025-10-01,TSI INTERNET      _V,61.60,,22.83
2025-10-01,FRESHCO #3861     _F,58.10,,114.73
2025-10-02,IQ165 TFR-TO C/C,114.73,,0.00
2025-10-06,E-TRANSFER ***HfU,,1200,1200.00
2025-10-06,SEND E-TFR ***vmr,100,,1100.00
2025-10-06,SEND E-TFR ***HaE,200,,900.00
2025-10-06,SEND E-TFR ***tWe,900,,0.00
2025-10-06,E-TRANSFER ***R6S,,60,60.00
2025-10-06,E-TRANSFER ***jaP,,900,960.00
2025-10-06,TD ATM W/D    004061,900,,60.00
2025-10-06,UBER CANADA/UBE   _V,11.65,,48.35
2025-10-06,RY373 TFR-TO C/C,30,,18.35
2025-10-08,HU435 TFR-TO C/C,18.35,,0.00
2025-10-09,TD               PAY,,862.42,862.42
2025-10-09,SEND E-TFR ***hqC,30,,832.42
2025-10-09,SEND E-TFR ***hGC,35,,797.42
2025-10-09,IW435 TFR-TO C/C,498.05,,299.37
2025-10-09,IW532 TFR-TO 6125141,127,,172.37
2025-10-09,IL145 TFR-TO C/C,25,,147.37
2025-10-09,IU571 TFR-TO C/C,40,,107.37
2025-10-09,PAYPAL *PA   16.39_V,16.39,,90.98
2025-10-10,NSLSC            MSP,60,,30.98
2025-10-14,STEAMGAMES    4.40_V,4.40,,26.58
2025-10-14,UL304 TFR-FR C/C,,390,416.58
2025-10-14,PEARLE VISION,390,,26.58
2025-10-14,UO022 TFR-FR 6125141,,45,71.58
2025-10-14,PIZZA HUT         _F,19.20,,52.38
2025-10-14,SHOPPERS DRUG M   _F,15,,37.38
2025-10-14,LL451 TFR-FR 6125141,,20,57.38
2025-10-14,AMZN Mktp CA      _V,20,,37.38
2025-10-14,SEND E-TFR ***5Wr,1,,36.38
2025-10-14,CANCEL E-TFR ***5Wr,,1,37.38
2025-10-14,RW432 TFR-FR 6125141,,30,67.38
2025-10-14,SEND E-TFR ***fVg,40,,27.38
2025-10-14,RP371 TFR-FR 6125141,,32,59.38
2025-10-14,WENDY'S #6697     _F,9.35,,50.03
2025-10-14,VESTA  *CHATR     _V,39.55,,10.48
2025-10-14,WW235 TFR-FR C/C,,100,110.48
2025-10-14,MICROSOFT*STORE   _V,10,,100.48
2025-10-15,E-TRANSFER ***ARV,,955,1055.48
2025-10-15,SEND E-TFR ***Gt2,955,,100.48
2025-10-15,UBER CANADA/UBE   _V,18.63,,81.85
2025-10-15,NETFLIX.COM       _V,10,,71.85
2025-10-16,IW272 TFR-FR C/C,,5,76.85
2025-10-16,IW275 TFR-FR C/C,,9,85.85
2025-10-17,E-TRANSFER ***bnV,,1000,1085.85
2025-10-17,APPLE.COM/BILL    _V,14.68,,1071.17
2025-10-17,E-TRANSFER ***Cu3,,27.56,1098.73
2025-10-17,GC 3831-DEPOSIT,,37.49,1136.22
2025-10-17,GC 3831-DEPOSIT,,2400,3536.22
2025-10-17,CAD DRAFT 11408234,3509.95,,26.27
2025-10-17,UBER CANADA/UBE   _V,13.28,,12.99
2025-10-20,E-TRANSFER ***WZf,,40,52.99
2025-10-20,UBER CANADA/UBE   _V,15.53,,37.46
2025-10-20,UBER CANADA/UBE   _V,16.18,,21.28
2025-10-20,UBER CANADA/UBE   _V,,15.53,36.81
2025-10-20,SHOPPERS DRUG M   _F,10,,26.81
2025-10-20,FRESHCO #3861     _F,18.33,,8.48
2025-10-20,E-TRANSFER ***BVd,,20,28.48
2025-10-21,PAYPAL *UBER      _V,11.29,,17.19
2025-10-22,Spotify P3   14.34_V,14.34,,2.85
2025-10-22,WENDY'S #6697     _F,2.82,,0.03
2025-10-23,TD               PAY,,566.49,566.52
2025-10-23,PIZZA NOVA 324    _F,10.78,,555.74
2025-10-23,PRES/QB75WBCKDK   _T,4.75,,550.99
2025-10-23,MCDONALD'S #400   _F,20.77,,530.22
2025-10-24,SHOPPERS DRUG M   _F,36.87,,493.35
2025-10-24,UBER CANADA/UBE   _V,24.14,,469.21
2025-10-24,UBER * PENDING    _V,12.74,,456.47
2025-10-24,TIM HORTONS #26   _F,8.45,,448.02
2025-10-24,UBER CANADA/UBE   _V,12.96,,435.06
2025-10-24,STEAMGAMES   15.00_V,15,,420.06
2025-10-24,NETFLIX.COM       _V,20,,400.06
2025-10-24,JW011 TFR-TO 6125141,275,,125.06
2025-10-24,DISCORD* N   11.29_V,16.02,,109.04
2025-10-24,UBER * PENDING    _V,,12.74,121.78
2025-10-24,JZ462 TFR-TO 6125141,50,,71.78
2025-10-27,AMAZON PRIME      _V,,27,98.78
2025-10-27,AMZN Mktp CA      _V,,60,158.78
2025-10-27,JB392 TFR-TO 6125141,35,,123.78
2025-10-27,MICROSOFT*STORE   _V,,35,158.78
2025-10-27,STEAMGAMES   20.00_V,20,,138.78
2025-10-27,FRESHCO #3861     _F,74.12,,64.66
2025-10-27,OSMOW'S BROOKLI   _F,16.37,,48.29
2025-10-27,UO232 TFR-FR 6125141,,11,59.29
2025-10-27,SHOPPERS DRUG M   _F,24.83,,34.46
2025-10-27,SEND E-TFR ***gqM,20,,14.46
2025-10-27,LP411 TFR-FR 6125141,,49,63.46
2025-10-27,Uber Holdings C   _V,21.70,,41.76
2025-10-27,UBER CANADA/UBE   _V,11.67,,30.09
2025-10-27,MCDONALD'S #400   _F,10.03,,20.06
2025-10-27,RX172 TFR-FR 6125141,,50,70.06
2025-10-28,PLANET FITNESS   FEE,30,,40.06
2025-10-28,UBER CANADA/UBE   _V,11.34,,28.72
2025-10-28,POPEYES #11331    _F,5.65,,23.07
2025-10-28,PIZZA HUT         _F,12.42,,10.65
2025-10-28,WR430 TFR-FR 6125141,,50,60.65
2025-10-28,BOOKLIN SMOKEY    _F,7.75,,52.90
2025-10-28,WY323 TFR-FR 6125141,,100,152.90
2025-10-28,SEND E-TFR ***EVx,100,,52.90
2025-10-29,E-TRANSFER ***ANr,,100,152.90
2025-10-29,AMZN Mktp CA      _V,30,,122.90
2025-10-29,UBER CANADA/UBE   _V,58.32,,64.58
2025-10-30,MCDONALD'S #400   _F,25.97,,38.61
2025-10-31,JL175 TFR-FR 6125141,,100,138.61
2025-10-31,UBER * PENDING    _V,8.59,,130.02
2025-10-31,E-TRANSFER ***Bw8,,2800,2930.02
2025-10-31,TD ATM W/D    004633,2650,,280.02
2025-10-31,SHOPPERS DRUG M   _F,2.70,,277.32
2025-10-31,DOLLARAMA # 682   _F,12.43,,264.89
2025-10-31,A&W #4570         _F,16.98,,247.91
2025-10-31,NSLSC            MSP,127.94,,119.97
2025-10-31,CHQ RETURN FEE,2,,117.97
2025-11-03,UBER CANADA/UBE   _V,12.03,,105.94
2025-11-03,OSMOW'S BROOKLI   _F,26.77,,79.17
2025-11-03,E-TFR ***XBM EPAY,,1500,1579.17
2025-11-03,SEND E-TFR ***ahN,500,,1079.17
2025-11-03,SEND E-TFR ***XTU,1000,,79.17
2025-11-03,MCDONALD'S #400   _F,19.84,,59.33
2025-11-03,E-TRANSFER ***BqB,,50,109.33
2025-11-04,KUNG PAO WOK      _F,22.37,,86.96
2025-11-04,LAURA SECORD #0   _F,5.30,,81.66
2025-11-04,MINISO-ON-OSHAW   _F,17.39,,64.27
2025-11-05,TD VISA      Y6X5A3,5,,59.27
2025-11-05,UBER CANADA/UBE   _V,29.25,,30.02
2025-11-06,TD               PAY,,674.14,704.16
2025-11-06,SEND E-TFR ***hg9,70,,634.16
2025-11-06,TEKSAVVY     Y9U7U9,25.18,,608.98
2025-11-06,SEND E-TFR ***73b,25,,583.98
2025-11-06,II244 TFR-TO C/C,43.27,,540.71
2025-11-06,II252 TFR-TO C/C,38.65,,502.06
2025-11-06,II260 TFR-TO C/C,150.87,,351.19
2025-11-06,TEKSAVVY     Y9U9Y8,112,,239.19
2025-11-06,SUBWAY 23824      _F,18.96,,220.23
2025-11-06,GC 3849-CASH WITHDRA,5,,215.23
2025-11-06,TIM HORTONS #26   _F,1.77,,213.46
2025-11-06,MCDONALD'S #400   _F,9.36,,204.10
2025-11-06,AMEX BILL PYMT   MSP,35,,169.10
2025-11-07,A&W #4570         _F,16.98,,152.12
2025-11-07,PRES/QDZNV79GBQ   _T,4.75,,147.37
2025-11-10,UBER CANADA/UBE   _V,22.92,,124.45
2025-11-10,TD ATM DEP    008657,,950,1074.45
2025-11-10,SEND E-TFR ***DER,950,,124.45
2025-11-10,TIM HORTONS #24   _F,9.59,,114.86
2025-11-10,FRESHCO #3861     _F,5.69,,109.17
2025-11-10,E-TRANSFER ***6T2,,100,209.17
2025-11-10,TD ATM DEP    009036,,1050,1259.17
2025-11-10,SEND E-TFR ***wJa,1050,,209.17
2025-11-10,MCDONALD'S #402   _F,15.80,,193.37
2025-11-10,CANADIAN TIRE #   _F,56.49,,136.88
2025-11-12,FRESHCO #3861     _F,11.62,,125.26
2025-11-12,OSMOW'S BROOKLI   _F,20.88,,104.38
2025-11-12,TD ATM DEP    009573,,300,404.38
2025-11-12,SEND E-TFR ***aqw,300,,104.38
2025-11-12,SEND E-TFR ***EwK,20,,84.38
2025-11-12,UBER CANADA/UBE   _V,28.39,,55.99
2025-11-12,UBER CANADA/UBE   _V,28.42,,27.57
2025-11-12,UBER CANADA/UBE   _V,,28.39,55.96
2025-11-12,TD ATM DEP    000103,,1200,1255.96
2025-11-12,SEND E-TFR ***ndV,1200,,55.96
2025-11-13,SHOPPERS DRUG M   _F,7.27,,48.69
2025-11-13,TD ATM DEP    000515,,60,108.69
2025-11-13,SEND E-TFR ***uDY,60,,48.69
2025-11-14,JU375 TFR-FR C/C,,28,76.69
2025-11-14,UBER CANADA/UBE   _V,28.34,,48.35
2025-11-17,UBER CANADA/UBE   _V,28.37,,19.98
2025-11-17,UI352 TFR-FR C/C,,14,33.98
2025-11-17,UI355 TFR-FR C/C,,27,60.98
2025-11-17,VESTA  *CHATR     _V,39.55,,21.43
2025-11-17,UBER CANADA/UBE   _V,,28.34,49.77
2025-11-17,E-TFR ***rW8 EPAY,,1009.63,1059.40
2025-11-17,SEND E-TFR ***EZg,1000,,59.40
2025-11-17,E-TRANSFER ***Xm6,,10,69.40
2025-11-17,UBER CANADA/UBE   _V,28.68,,40.72
2025-11-17,UBER CANADA/UBE   _V,30.68,,10.04
2025-11-17,UBER CANADA/UBE   _V,,28.68,38.72
2025-11-17,UBER CANADA/UBE   _V,24.79,,13.93
2025-11-17,E-TRANSFER ***S4y,,20,33.93
2025-11-17,APPLE.COM/BILL    _V,14.68,,19.25
2025-11-18,SEND E-TFR ***6fk,10,,9.25
2025-11-19,TD ATM DEP    002847,,5,14.25
2025-11-19,SEND E-TFR ***Y46,5,,9.25
2025-11-20,TD               PAY,,403.59,412.84
2025-11-20,SEND E-TFR ***pxu,100,,312.84
2025-11-20,TEKSAVVY     K4U5X4,113.26,,199.58
2025-11-20,ESSO CIRCLE K     _F,17.40,,182.18
2025-11-21,PAYPAL *UBER      _V,11.29,,170.89
2025-11-21,E-TRANSFER ***cG5,,100,270.89
2025-11-21,UBER CANADA/UBE   _V,24.79,,246.10
2025-11-24,UBER CANADA/UBE   _V,24.81,,221.29
2025-11-24,UBER CANADA/UBE   _V,,24.79,246.08
2025-11-24,Spotify P3   14.34_V,14.34,,231.74
2025-11-24,PIZZA NOVA 324    _F,9.02,,222.72
2025-11-24,MARY BROWNS 614   _F,16.94,,205.78
2025-11-24,E-TRANSFER ***J5Q,,60,265.78
2025-11-24,UBER CANADA/UBE   _V,50.29,,215.49
2025-11-24,SEND E-TFR ***Bu7,120,,95.49
2025-11-24,PIZZA NOVA 324    _F,15.01,,80.48
2025-11-24,E-TFR ***gdr EPAY,,1040,1120.48
2025-11-24,RW042 TFR-TO 6125141,50,,1070.48
2025-11-24,SEND E-TFR ***qtD,1000,,70.48
2025-11-26,E-TRANSFER ***mXp,,15.87,86.35
2025-11-26,SUBWAY 23824      _F,20.67,,65.68
2025-11-27,UBER CANADA/UBE   _V,31.70,,33.98
2025-11-28,UBER CANADA/UBE   _V,23.29,,10.69
2025-11-28,JW101 TFR-FR 6125141,,9.50,20.19
2025-11-28,MONTHLY ACCOUNT FEE,17.95,,2.24
2025-11-28,CHQ RETURN FEE,2,,0.24
2025-12-01,E-TRANSFER ***6nJ,,40,40.24
2025-12-01,APPLE.COM/BILL    _V,6.76,,33.48
2025-12-01,NSLSC            MSP,127.94,,-94.46
2025-12-02,RTN NSF,,127.94,33.48
2025-12-02,NSF RETURN FEE,48,,-14.52
2025-12-08,TD ATM DEP    000736,,300,285.48
2025-12-08,SEND E-TFR ***s7W,200,,85.48
2025-12-08,NSLSC            MSP,127.94,,-42.46
2025-12-09,RTN NSF,,127.94,85.48
2025-12-09,NSF RETURN FEE,48,,37.48
2025-12-10,E-TRANSFER ***BMJ,,700,737.48
2025-12-10,Uber Holdings C   _V,24.19,,713.29
2025-12-11,SEND E-TFR ***FPb,282.50,,430.79
2025-12-11,UBER CANADA/UBE   _V,44.70,,386.09
2025-12-11,UBER CANADA/UBE   _V,26.44,,359.65
2025-12-12,E-TFR ***7Um EPAY,,500,859.65
2025-12-12,UBER CANADA/UBE   _V,34.95,,824.70
2025-12-12,SEND E-TFR ***EMq,60,,764.70
2025-12-12,UBER CANADA/UBE   _V,6.01,,758.69
2025-12-12,UBER CANADA/UBE   _V,26.56,,732.13
2025-12-12,SEND E-TFR ***Qw6,300,,432.13
2025-12-12,UBER CANADA/UBE   _V,,26.44,458.57
2025-12-12,Uber Holdings C   _V,107.51,,351.06
2025-12-15,SEND E-TFR ***cyz,150,,201.06
2025-12-15,E-TRANSFER ***VGt,,15,216.06
2025-12-15,SEND E-TFR ***ah8,110,,106.06
2025-12-15,UBER CANADA/UBE   _V,24.29,,81.77
2025-12-15,UBER CANADA/UBE   _V,29.35,,52.42
2025-12-15,UBER CANADA/UBE   _V,6.79,,45.63
2025-12-15,TD ATM DEP    003205,,535,580.63
2025-12-15,SEND E-TFR ***3sN,315,,265.63
2025-12-15,SHOPPERS DRUG M   _F,3.90,,261.73
2025-12-15,OSMOW'S BROOKLI   _F,20.33,,241.40
2025-12-15,LCBO/RAO #0237    _F,5.85,,235.55
2025-12-15,UBER * PENDING    _V,9.37,,226.18
2025-12-15,SEND E-TFR ***gKD,100,,126.18
2025-12-15,SEND E-TFR ***cP2,20,,106.18
2025-12-15,UBER CANADA/UBE   _V,36.18,,70.00
2025-12-15,VESTA  *CHATR     _V,45.20,,24.80
2025-12-15,E-TRANSFER ***ARE,,100,124.80
2025-12-15,VESTA  *CHATR     _V,39.55,,85.25
2025-12-15,Uber Holdings C   _V,43.58,,41.67
2025-12-16,E-TRANSFER ***VQR,,240,281.67
2025-12-16,WJ372 TFR-TO C/C,134,,147.67
2025-12-16,WJ375 TFR-TO C/C,57,,90.67
2025-12-16,WJ301 TFR-TO C/C,32,,58.67
2025-12-16,Uber Holdings C   _V,24.79,,33.88
2025-12-17,EMPL INS         EI,,2110,2143.88
2025-12-17,UBER CANADA/UBE   _V,24.81,,2119.07
2025-12-17,APPLE.COM/BILL    _V,14.68,,2104.39
2025-12-17,Uber Holdings C   _V,,24.79,2129.18
2025-12-17,TSI INTERNET      _V,114.07,,2015.11
2025-12-17,SEND E-TFR ***nr6,600,,1415.11
2025-12-17,SEND E-TFR ***hft,100,,1315.11
2025-12-18,TD VISA      Z9J9Z5,6.10,,1309.01
2025-12-18,SEND E-TFR ***5h3,240,,1069.01
2025-12-18,UBER CANADA/UBE   _V,46.47,,1022.54
2025-12-18,McDonalds 2635    _V,25.46,,997.08
2025-12-18,UBER CANADA/UBE   _V,46.52,,950.56
2025-12-18,UBER CANADA/UBE   _V,,46.47,997.03
2025-12-18,AMEX BILL PYMT   MSP,100,,897.03
2025-12-18,NSLSC            MSP,127.94,,769.09
2025-12-19,E-TFR ***jEm EPAY,,500,1269.09
2025-12-19,TD ATM W/D    005214,1000,,269.09
2025-12-19,TIM HORTONS #24   _F,2.61,,266.48
2025-12-19,WING STOP BROOK   _F,23.15,,243.33
2025-12-19,UBER * PENDING    _V,8.34,,235.00
2025-12-22,Spotify P3   14.34_V,14.34,,220.66
2025-12-22,FRESHCO #3861     _F,57.41,,163.25
2025-12-22,PIZZA NOVA 324    _F,13.55,,149.70
2025-12-22,LCBO/RAO #0237    _F,17.05,,132.65
2025-12-22,PAYPAL *UBER      _V,11.29,,121.36
2025-12-22,E-TRANSFER ***GbK,,40,161.36
2025-12-22,LW270 TFR-FR C/C,,30,191.36
2025-12-22,E-TRANSFER ***HEM,,140,331.36
2025-12-22,E-TRANSFER ***Wg3,,10,341.36
2025-12-22,E-TRANSFER ***mWh,,10,351.36
2025-12-22,AMZN Mktp CA      _V,201.54,,149.82
2025-12-22,UBER CANADA/UBE   _V,32.21,,117.61
2025-12-22,UBER CANADA/UBE   _V,26.65,,90.96
2025-12-22,AMZN Mktp CA      _V,11.04,,79.92
2025-12-22,UBER CANADA/UBE   _V,35.15,,44.77
2025-12-22,UBER CANADA/UBE   _V,30.80,,13.97
2025-12-22,UBER *TRIP HELP   _V,0.64,,13.33
2025-12-29,VESTA  * REV 12/15_V,,45.20,58.53
2025-12-29,Steam Purc    4.40_V,4.40,,54.13
2025-12-29,E-TRANSFER ***326,,40,94.13
2025-12-29,WALMART STORE #   _F,25,,69.13
2025-12-29,AMZN Mktp CA      _V,10,,59.13
2025-12-29,UBER CANADA/UBE   _V,32.58,,26.55
2025-12-29,E-TRANSFER ***4TP,,36.94,63.49
2025-12-29,ESSO CIRCLE K     _F,6.20,,57.29
2025-12-29,E-TRANSFER ***qpr,,200,257.29
2025-12-29,Uber Holdings C   _V,54.41,,202.88
2025-12-29,SEND E-TFR ***vX6,15,,187.88
2025-12-29,UBER CANADA/UBE   _V,54.58,,133.30
2025-12-29,Uber Holdings C   _V,33.98,,99.32
2025-12-29,Uber Holdings C   _V,,54.41,153.73
2025-12-29,UBER CANADA/UBE   _V,80.02,,73.71
2025-12-29,MICROSOFT*STORE   _V,15,,58.71
2025-12-29,DISCORD* N   11.29_V,11.29,,47.42
2025-12-29,E-TRANSFER ***UMw,,363.70,411.12
2025-12-30,EMPL INS         EI,,844,1255.12
2025-12-30,WJ224 TFR-TO C/C,484.88,,770.24
2025-12-30,SEND E-TFR ***ky5,120,,650.24
2025-12-30,Uber Holdings C   _V,43.22,,607.02
2025-12-30,PLANET FITNESS   FEE,33.89,,573.13
2025-12-30,ESSO CIRCLE K     _F,15.85,,557.28
2025-12-30,DISCORD* N   11.29_V,16.02,,541.26
2025-12-31,AMZN Mktp CA      _V,,80,621.26
2025-12-31,UBER CANADA/UBE   _V,8.79,,612.47
2025-12-31,E-TRANSFER ***3dW,,31.15,643.62
2025-12-31,WALMART STORE #   _F,50,,593.62
2025-12-31,UBER CANADA/UBE   _V,7.44,,586.18
2025-12-31,SPORT CLIPS-BRO   _F,46.55,,539.63
2025-12-31,STEAMGAMES   70.00_V,,70,609.63
2025-12-31,BAXTER'S LANDIN   _F,55.93,,553.70
2025-12-31,BAXTER'S LANDIN   _F,35.09,,518.61
2025-12-31,UBER CANADA/UBE   _V,13.51,,505.10
2025-12-31,E-TRANSFER ***s7D,,20,525.10
2025-12-31,8-BIT BEANS       _F,8.64,,516.46
2025-12-31,8-BIT BEANS       _F,56.08,,460.38
2025-12-31,NSLSC            MSP,127.94,,332.44
2025-12-31,OVERDRAFT INTEREST,0.08,,332.36
2025-12-31,MONTHLY ACCOUNT FEE,17.95,,314.41
2025-12-31,CHQ RETURN FEE,2,,312.41
2026-01-02,8-BIT BEANS       _F,3.97,,308.44
2026-01-02,8-BIT BEANS       _F,3.39,,305.05
2026-01-02,8-BIT BEANS       _F,21.76,,283.29
2026-01-02,UBER * PENDING    _V,18.29,,265.00
2026-01-02,SHELL C45075      _F,3.94,,261.06
2026-01-02,WALMART STORE #   _F,50,,211.06
2026-01-02,AMZN Mktp CA      _V,,70,281.06
2026-01-02,AMZN Mktp CA      _V,,15,296.06
2026-01-02,AMZN Mktp CA      _V,20,,276.06
2026-01-02,MICROSOFT*STORE   _V,33.89,,242.17
2026-01-02,STEAMGAMES   25.00_V,,25,267.17
2026-01-02,SEND E-TFR ***MRH,20,,247.17
2026-01-02,UBER CANADA/UBE   _V,47.49,,199.68
2026-01-02,UBER CANADA/UBE   _V,47.56,,152.12
2026-01-02,AMZN Mktp CA      _V,,120,272.12
2026-01-02,WALMART STORE #   _F,25,,247.12
2026-01-02,FRESHCO #3861     _F,50,,197.12
2026-01-02,UBER CANADA/UBE   _V,,47.49,244.61
2026-01-02,MCDONALD'S #400   _F,20,,224.61
2026-01-02,UBER CANADA/UBE   _V,13.03,,211.58
2026-01-02,AMZN Mktp CA      _V,,120,331.58
2026-01-02,WALMART STORE #   _F,106.71,,224.87
2026-01-02,WALMART STORE #,44.94,,179.93
2026-01-02,UBER * PENDING    _V,12.28,,167.65
2026-01-02,LCBO/RAO #432     _F,16,,151.65
2026-01-02,SEND E-TFR ***aCd,30,,121.65
2026-01-02,DOLLARAMA # 682   _F,10,,111.65
2026-01-05,SHOPPERS DRUG M   _F,10,,101.65
2026-01-05,AMZN Mktp CA      _V,,44,145.65
2026-01-05,FRESHCO #3861     _F,50,,95.65
2026-01-05,DOLLARAMA # 682   _F,10,,85.65
2026-01-05,AMZN Mktp CA      _V,,50,135.65
2026-01-05,E-TRANSFER ***ZF8,,15,150.65
2026-01-05,MCDONALD'S #400   _F,12,,138.65
2026-01-05,E-TRANSFER ***WED,,60,198.65
2026-01-05,UBER CANADA/UBE   _V,30.96,,167.69
2026-01-05,TIM HORTONS #26   _F,15,,152.69
2026-01-05,TIM HORTONS #26   _F,18,,134.69
2026-01-05,TIM HORTONS #24   _F,15,,119.69
2026-01-05,A&W #4570         _F,15,,104.69
2026-01-05,WENDY'S #6697     _F,15,,89.69
2026-01-05,SUBWAY 23824      _F,30,,59.69
2026-01-05,PIZZA NOVA 324    _F,30,,29.69
2026-01-05,LQ110 TFR-FR C/C,,150,179.69
2026-01-05,CANADIAN TIRE #   _F,50,,129.69
2026-01-05,AMZN Mktp CA      _V,,50,179.69
2026-01-05,UBER CANADA/UBE   _V,30.02,,149.67
2026-01-05,UBER CANADA/UBE   _V,30.05,,119.62
2026-01-05,UBER CANADA/UBE   _V,,30.02,149.64
2026-01-06,UBER CANADA/UBE   _V,26.95,,122.69
2026-01-06,TSI INTERNET      _V,,22.81,145.50
2026-01-06,KELSEY'S #7122    _F,22.08,,123.42
2026-01-06,NETFLIX.COM       _V,16.99,,106.43
2026-01-06,PLANET FITNESS   FEE,20,,86.43
2026-01-06,FANDUEL CANADA    _V,,10,96.43
2026-01-06,AMZN Mktp CA      _V,,20,116.43
2026-01-06,STEAMGAMES   25.00_V,25,,91.43
2026-01-07,UBER CANADA/UBE   _V,29.17,,62.26
2026-01-07,AMZN Mktp CA      _V,,19.10,81.36
2026-01-08,PAYPAL *PA   19.78_V,19.78,,61.58
2026-01-09,E-TRANSFER ***Y7u,,40,101.58
2026-01-09,E-TRANSFER ***ezu,,40,141.58
2026-01-09,UBER CANADA/UBE   _V,24.81,,116.77
2026-01-09,PRES/QSWKJ8X9PH   _T,4.75,,112.02
